athletics,M,200 metres,1968 Mexico City,2, Peter Norman,Australia,AUS,Oceania
athletics,M,200 metres,1968 Mexico City,3, John Carlos,United States,USA,North America
athletics,M,200 metres,1972 Munich,1, Valeriy Borzov,Soviet Union,URS,Asia
athletics,M,200 metres,1972 Munich,2, Larry Black,United States,USA,North America
athletics,M,200 metres,1972 Munich,3, Pietro Mennea,Italy,ITA,Europe
athletics,M,200 metres,1976 Montreal,1, Don Quarrie,Jamaica,JAM,North America
athletics,M,200 metres,1976 Montreal,2, Millard Hampton,United States,USA,North America
athletics,M,200 metres,1976 Montreal,3, Dwayne Evans,United States,USA,North America
athletics,M,200 metres,1980 Moscow,1, Pietro Mennea,Italy,ITA,Europe
athletics,M,200 metres,1980 Moscow,2, Allan Wells,Great Britain,GBR,Europe
athletics,M,200 metres,1980 Moscow,3, Don Quarrie,Jamaica,JAM,North America
athletics,M,200 metres,1984 Los Angeles,1, Carl Lewis,United States,USA,North America
athletics,M,200 metres,1984 Los Angeles,2, Kirk Baptiste,United States,USA,North America
athletics,M,200 metres,1984 Los Angeles,3, Thomas Jefferson,United States,USA,North America
athletics,M,200 metres,1988 Seoul,1, Joe DeLoach,United States,USA,North America
athletics,M,200 metres,1988 Seoul,2, Carl Lewis,United States,USA,North America
athletics,M,200 metres,1988 Seoul,3, Robson da Silva,Brazil,BRA,South America
athletics,M,200 metres,1992 Barcelona,1, Michael Marsh,United States,USA,North America
athletics,M,200 metres,1992 Barcelona,2, Frankie Fredericks,Namibia,NAM,Africa
athletics,M,200 metres,1992 Barcelona,3, Michael Bates,United States,USA,North America
athletics,M,200 metres,1996 Atlanta,1, Michael Johnson,United States,USA,North America
athletics,M,200 metres,1996 Atlanta,2, Frankie Fredericks,Namibia,NAM,Africa
athletics,M,200 metres,1996 Atlanta,3, Ato Boldon,Trinidad and Tobago,TRI,South America
athletics,M,200 metres,2000 Sydney,1, Konstantinos Kenteris,Greece,GRE,Europe
athletics,M,200 metres,2000 Sydney,2, Darren Campbell,Great Britain,GBR,Europe
athletics,M,200 metres,2000 Sydney,3, Ato Boldon,Trinidad and Tobago,TRI,South America
athletics,M,200 metres,2004 Athens,1, Shawn Crawford,United States,USA,North America
athletics,M,200 metres,2004 Athens,2, Bernard Williams,United States,USA,North America
athletics,M,200 metres,2004 Athens,3, Justin Gatlin,United States,USA,North America
athletics,M,200 metres,2008 Beijing,1, Usain Bolt,Jamaica,JAM,North America
athletics,M,200 metres,2008 Beijing,2, Shawn Crawford,United States,USA,North America
athletics,M,200 metres,2008 Beijing,3, Walter Dix,United States,USA,North America
athletics,M,200 metres,2012 London,1, Usain Bolt,Jamaica,JAM,North America
athletics,M,200 metres,2012 London,2, Yohan Blake,Jamaica,JAM,North America
athletics,M,200 metres,2012 London,3, Warren Weir,Jamaica,JAM,North America
athletics,M,400 metres,1896 Athens,1, Thomas Burke,United States,USA,North America
athletics,M,400 metres,1896 Athens,2, Herbert Jamison,United States,USA,North America
athletics,M,400 metres,1896 Athens,3, Charles Gmelin,Great Britain,GBR,Europe
athletics,M,400 metres,1900 Paris,1, Maxie Long,United States,USA,North America
athletics,M,400 metres,1900 Paris,2, William Holland,United States,USA,North America
athletics,M,400 metres,1900 Paris,3, Ernst Schultz,Denmark,DEN,Europe
athletics,M,400 metres,1904 St. Louis,1, Harry Hillman,United States,USA,North America
athletics,M,400 metres,1904 St. Louis,2, Frank Waller,United States,USA,North America
athletics,M,400 metres,1904 St. Louis,3, Herman Groman,United States,USA,North America
athletics,M,400 metres,1908 London,1, Wyndham Halswelle,Great Britain,GBR,Europe
athletics,M,400 metres,1912 Stockholm,1, Charles Reidpath,United States,USA,North America
athletics,M,400 metres,1912 Stockholm,2, Hanns Braun,Germany,GER,Europe
athletics,M,400 metres,1912 Stockholm,3, Edward Lindberg,United States,USA,North America
athletics,M,400 metres,1920 Antwerp,1, Bevil Rudd,South Africa,RSA,Africa
athletics,M,400 metres,1920 Antwerp,2, Guy Butler,Great Britain,GBR,Europe
athletics,M,400 metres,1920 Antwerp,3, Nils Engdahl,Sweden,SWE,Europe
athletics,M,400 metres,1924 Paris,1, Eric Liddell,Great Britain,GBR,Europe
athletics,M,400 metres,1924 Paris,2, Horatio Fitch,United States,USA,North America
athletics,M,400 metres,1924 Paris,3, Guy Butler,Great Britain,GBR,Europe
athletics,M,400 metres,1928 Amsterdam,1, Ray Barbuti,United States,USA,North America
athletics,M,400 metres,1928 Amsterdam,2, James Ball,Canada,CAN,North America
athletics,M,400 metres,1928 Amsterdam,3, Joachim Büchner,Germany,GER,Europe
athletics,M,400 metres,1932 Los Angeles,1, Bill Carr,United States,USA,North America
athletics,M,400 metres,1932 Los Angeles,2, Ben Eastman,United States,USA,North America
athletics,M,400 metres,1932 Los Angeles,3, Alex Wilson,Canada,CAN,North America
athletics,M,400 metres,1936 Berlin,1, Archie Williams,United States,USA,North America
athletics,M,400 metres,1936 Berlin,2, Godfrey Brown,Great Britain,GBR,Europe
athletics,M,400 metres,1936 Berlin,3, James LuValle,United States,USA,North America
athletics,M,400 metres,1948 London,1, Arthur Wint,Jamaica,JAM,North America
athletics,M,400 metres,1948 London,2, Herb McKenley,Jamaica,JAM,North America
athletics,M,400 metres,1948 London,3, Mal Whitfield,United States,USA,North America
athletics,M,400 metres,1952 Helsinki,1, George Rhoden,Jamaica,JAM,North America
athletics,M,400 metres,1952 Helsinki,2, Herb McKenley,Jamaica,JAM,North America
athletics,M,400 metres,1952 Helsinki,3, Ollie Matson,United States,USA,North America
athletics,M,400 metres,1956 Melbourne,1, Charles Jenkins,United States,USA,North America
athletics,M,400 metres,1956 Melbourne,2, Karl-Friedrich Haas,United Team of Germany,EUA,Europe
athletics,M,400 metres,1956 Melbourne,3, Voitto Hellstén,Finland,FIN,Europe
athletics,M,400 metres,1960 Rome,1, Otis Davis,United States,USA,North America
athletics,M,400 metres,1960 Rome,2, Carl Kaufmann,United Team of Germany,EUA,Europe
athletics,M,400 metres,1960 Rome,3, Malcolm Spence,South Africa,RSA,Africa
athletics,M,400 metres,1964 Tokyo,1, Mike Larrabee,United States,USA,North America
athletics,M,400 metres,1964 Tokyo,2, Wendell Mottley,Trinidad and Tobago,TRI,South America
athletics,M,400 metres,1964 Tokyo,3, Andrzej Badeński,Poland,POL,Europe
athletics,M,400 metres,1968 Mexico City,1, Lee Evans,United States,USA,North America
athletics,M,400 metres,1968 Mexico City,2, Larry James,United States,USA,North America
athletics,M,400 metres,1968 Mexico City,3, Ron Freeman,United States,USA,North America
athletics,M,400 metres,1972 Munich,1, Vincent Matthews,United States,USA,North America
athletics,M,400 metres,1972 Munich,2, Wayne Collett,United States,USA,North America
athletics,M,400 metres,1972 Munich,3, Julius Sang,Kenya,KEN,Africa
